Date,headline,sentiment_score
2014-12-20,Company X posts record-breaking revenue growth,0.0
2014-06-30,Analysts predict stable growth next quarter,0.0
2013-04-26,Investors confident as economy shows strong recovery,0.4666666666666667
2013-05-03,Market crashes due to inflation concerns,-0.125
2013-02-03,Company X posts record-breaking revenue growth,0.0
2014-10-11,Market crashes due to inflation concerns,-0.125
2010-09-06,"Company Z faces bankruptcy, stock prices plummet",0.0
2011-03-06,Investors confident as economy shows strong recovery,0.4666666666666667
2014-10-18,Economic downturn leads to massive sell-off,0.1
2013-09-05,Stock trading volume remains steady this week,0.16666666666666666
2011-09-08,Market closes with mixed results today,0.0
2014-03-24,Economic downturn leads to massive sell-off,0.1
2014-11-08,Stock trading volume remains steady this week,0.16666666666666666
2011-11-09,Analysts predict stable growth next quarter,0.0
2010-02-09,Stock trading volume remains steady this week,0.16666666666666666
2012-11-01,Market closes with mixed results today,0.0
2010-04-23,Market crashes due to inflation concerns,-0.125
2012-10-12,Stock trading volume remains steady this week,0.16666666666666666
2015-02-17,Market crashes due to inflation concerns,-0.125
2011-08-08,Economic downturn leads to massive sell-off,0.1
2011-01-28,Investors confident as economy shows strong recovery,0.4666666666666667
2012-07-27,Market closes with mixed results today,0.0
2013-09-13,Analysts predict stable growth next quarter,0.0
2010-09-11,Economic downturn leads to massive sell-off,0.1
2014-03-27,Company X posts record-breaking revenue growth,0.0
2012-01-22,Economic downturn leads to massive sell-off,0.1
2013-07-16,Market crashes due to inflation concerns,-0.125
2010-01-07,Investors confident as economy shows strong recovery,0.4666666666666667
2015-02-21,Economic downturn leads to massive sell-off,0.1
2014-10-23,Market closes with mixed results today,0.0
2011-04-23,Investors confident as economy shows strong recovery,0.4666666666666667
2013-05-15,Company X posts record-breaking revenue growth,0.0
2012-10-02,Company X posts record-breaking revenue growth,0.0
2014-07-27,"Company Z faces bankruptcy, stock prices plummet",0.0
2012-05-15,Stock trading volume remains steady this week,0.16666666666666666
2014-04-15,Economic downturn leads to massive sell-off,0.1
2012-05-12,Investors confident as economy shows strong recovery,0.4666666666666667
2011-06-11,Analysts predict stable growth next quarter,0.0
2013-01-31,Company X posts record-breaking revenue growth,0.0
2013-04-05,Economic downturn leads to massive sell-off,0.1
2011-05-27,Stock trading volume remains steady this week,0.16666666666666666
2013-05-22,Stock trading volume remains steady this week,0.16666666666666666
2013-04-30,"Company Z faces bankruptcy, stock prices plummet",0.0
2013-09-17,Market crashes due to inflation concerns,-0.125
2011-06-22,Economic downturn leads to massive sell-off,0.1
2012-11-05,Company X posts record-breaking revenue growth,0.0
2011-08-05,Stock trading volume remains steady this week,0.16666666666666666
2011-12-19,Investors confident as economy shows strong recovery,0.4666666666666667
2012-07-18,Market crashes due to inflation concerns,-0.125
2010-08-03,Stock market surges as tech giants report strong earnings,0.4333333333333333
2010-04-26,Market closes with mixed results today,0.0
2011-09-01,Stock market surges as tech giants report strong earnings,0.4333333333333333
2011-02-21,Investors confident as economy shows strong recovery,0.4666666666666667
2014-08-04,Analysts predict stable growth next quarter,0.0
2013-08-07,Market crashes due to inflation concerns,-0.125
2015-01-19,Investors confident as economy shows strong recovery,0.4666666666666667
2011-02-17,Economic downturn leads to massive sell-off,0.1
2011-05-24,Market crashes due to inflation concerns,-0.125
2011-11-26,"Company Z faces bankruptcy, stock prices plummet",0.0
2012-08-19,Stock market surges as tech giants report strong earnings,0.4333333333333333
2014-05-23,Investors confident as economy shows strong recovery,0.4666666666666667
2010-12-12,Economic downturn leads to massive sell-off,0.1
2015-06-02,Stock market surges as tech giants report strong earnings,0.4333333333333333
2013-12-09,Stock market surges as tech giants report strong earnings,0.4333333333333333
2014-10-18,Economic downturn leads to massive sell-off,0.1
2014-05-12,Market closes with mixed results today,0.0
2010-06-17,"Company Z faces bankruptcy, stock prices plummet",0.0
2014-12-20,Stock trading volume remains steady this week,0.16666666666666666
2010-07-27,Economic downturn leads to massive sell-off,0.1
2014-12-26,Market crashes due to inflation concerns,-0.125
2010-08-05,Stock market surges as tech giants report strong earnings,0.4333333333333333
2014-06-28,Market crashes due to inflation concerns,-0.125
2014-11-01,Market crashes due to inflation concerns,-0.125
2014-01-16,"Company Z faces bankruptcy, stock prices plummet",0.0
2011-08-22,Stock market surges as tech giants report strong earnings,0.4333333333333333
2012-02-07,Economic downturn leads to massive sell-off,0.1
2014-05-22,Stock market surges as tech giants report strong earnings,0.4333333333333333
2012-03-12,Economic downturn leads to massive sell-off,0.1
2010-10-22,Market closes with mixed results today,0.0
2010-08-25,Market closes with mixed results today,0.0
2012-12-02,Market crashes due to inflation concerns,-0.125
2010-06-26,Investors confident as economy shows strong recovery,0.4666666666666667
2010-01-17,Analysts predict stable growth next quarter,0.0
2012-10-15,Stock trading volume remains steady this week,0.16666666666666666
2010-09-19,Company X posts record-breaking revenue growth,0.0
2011-06-22,Economic downturn leads to massive sell-off,0.1
2011-12-12,Investors confident as economy shows strong recovery,0.4666666666666667
2013-08-14,"Company Z faces bankruptcy, stock prices plummet",0.0
2012-05-22,Analysts predict stable growth next quarter,0.0
2010-07-20,Investors confident as economy shows strong recovery,0.4666666666666667
2010-05-17,Analysts predict stable growth next quarter,0.0
2012-03-25,Company X posts record-breaking revenue growth,0.0
2013-03-21,Economic downturn leads to massive sell-off,0.1
2015-04-24,Market closes with mixed results today,0.0
2012-09-08,Investors confident as economy shows strong recovery,0.4666666666666667
2013-01-02,Analysts predict stable growth next quarter,0.0
2015-06-07,"Company Z faces bankruptcy, stock prices plummet",0.0
2013-04-22,Stock trading volume remains steady this week,0.16666666666666666
2011-04-04,Company X posts record-breaking revenue growth,0.0
2013-03-08,Analysts predict stable growth next quarter,0.0
2011-03-28,"Company Z faces bankruptcy, stock prices plummet",0.0
2010-10-23,Investors confident as economy shows strong recovery,0.4666666666666667
2013-04-21,Investors confident as economy shows strong recovery,0.4666666666666667
2014-05-05,Investors confident as economy shows strong recovery,0.4666666666666667
2011-07-21,Stock trading volume remains steady this week,0.16666666666666666
2012-09-25,Economic downturn leads to massive sell-off,0.1
2012-02-04,Market closes with mixed results today,0.0
2013-06-20,Market closes with mixed results today,0.0
2014-04-06,Stock market surges as tech giants report strong earnings,0.4333333333333333
2010-11-23,Investors confident as economy shows strong recovery,0.4666666666666667
2013-09-13,Company X posts record-breaking revenue growth,0.0
2012-12-30,Economic downturn leads to massive sell-off,0.1
2012-07-26,Investors confident as economy shows strong recovery,0.4666666666666667
2012-05-06,Stock market surges as tech giants report strong earnings,0.4333333333333333
2012-07-09,Stock market surges as tech giants report strong earnings,0.4333333333333333
2011-08-04,Economic downturn leads to massive sell-off,0.1
2011-03-18,Stock market surges as tech giants report strong earnings,0.4333333333333333
2011-04-18,Company X posts record-breaking revenue growth,0.0
2015-05-09,Investors confident as economy shows strong recovery,0.4666666666666667
2014-09-24,Market crashes due to inflation concerns,-0.125
2012-11-16,Stock trading volume remains steady this week,0.16666666666666666
2012-11-02,Investors confident as economy shows strong recovery,0.4666666666666667
2012-02-28,"Company Z faces bankruptcy, stock prices plummet",0.0
2010-02-23,Company X posts record-breaking revenue growth,0.0
2011-03-03,Economic downturn leads to massive sell-off,0.1
2010-06-19,Market closes with mixed results today,0.0
2011-07-10,Investors confident as economy shows strong recovery,0.4666666666666667
2014-03-10,"Company Z faces bankruptcy, stock prices plummet",0.0
2012-02-26,Investors confident as economy shows strong recovery,0.4666666666666667
2015-03-03,Economic downturn leads to massive sell-off,0.1
2014-01-27,Company X posts record-breaking revenue growth,0.0
2013-01-20,Investors confident as economy shows strong recovery,0.4666666666666667
2011-01-17,Economic downturn leads to massive sell-off,0.1
2013-03-06,Analysts predict stable growth next quarter,0.0
2010-06-15,Economic downturn leads to massive sell-off,0.1
2013-08-30,Market closes with mixed results today,0.0
2014-10-18,Company X posts record-breaking revenue growth,0.0
2012-03-23,Stock trading volume remains steady this week,0.16666666666666666
2012-06-20,Investors confident as economy shows strong recovery,0.4666666666666667
2012-04-13,"Company Z faces bankruptcy, stock prices plummet",0.0
2011-07-12,Stock market surges as tech giants report strong earnings,0.4333333333333333
2014-03-31,"Company Z faces bankruptcy, stock prices plummet",0.0
2012-10-21,Investors confident as economy shows strong recovery,0.4666666666666667
2013-12-31,Market closes with mixed results today,0.0
2012-11-05,Stock market surges as tech giants report strong earnings,0.4333333333333333
2011-02-19,Market crashes due to inflation concerns,-0.125
2012-08-12,"Company Z faces bankruptcy, stock prices plummet",0.0
2013-03-07,Stock trading volume remains steady this week,0.16666666666666666
2010-05-10,Company X posts record-breaking revenue growth,0.0
2014-11-01,Analysts predict stable growth next quarter,0.0
2015-04-19,"Company Z faces bankruptcy, stock prices plummet",0.0
2011-06-17,"Company Z faces bankruptcy, stock prices plummet",0.0
2014-07-05,Stock trading volume remains steady this week,0.16666666666666666
2011-07-12,Company X posts record-breaking revenue growth,0.0
2012-09-21,Company X posts record-breaking revenue growth,0.0
2010-08-27,Company X posts record-breaking revenue growth,0.0
2014-09-16,Stock trading volume remains steady this week,0.16666666666666666
2013-09-25,"Company Z faces bankruptcy, stock prices plummet",0.0
2012-01-27,Market crashes due to inflation concerns,-0.125
2012-01-04,Market crashes due to inflation concerns,-0.125
2012-04-19,Market closes with mixed results today,0.0
2010-11-02,Stock market surges as tech giants report strong earnings,0.4333333333333333
2014-02-01,Company X posts record-breaking revenue growth,0.0
2012-03-25,Company X posts record-breaking revenue growth,0.0
2010-11-17,Investors confident as economy shows strong recovery,0.4666666666666667
2014-02-27,Stock trading volume remains steady this week,0.16666666666666666
2014-04-18,Company X posts record-breaking revenue growth,0.0
2014-08-13,Stock market surges as tech giants report strong earnings,0.4333333333333333
2014-09-28,Economic downturn leads to massive sell-off,0.1
2014-12-30,Market closes with mixed results today,0.0
2014-12-02,Analysts predict stable growth next quarter,0.0
2014-07-08,"Company Z faces bankruptcy, stock prices plummet",0.0
2011-09-15,Economic downturn leads to massive sell-off,0.1
2014-05-15,Economic downturn leads to massive sell-off,0.1
2014-08-20,Stock trading volume remains steady this week,0.16666666666666666
2011-03-30,"Company Z faces bankruptcy, stock prices plummet",0.0
2015-03-17,Market crashes due to inflation concerns,-0.125
2010-03-18,Analysts predict stable growth next quarter,0.0
2012-09-15,Stock trading volume remains steady this week,0.16666666666666666
2014-11-16,Market crashes due to inflation concerns,-0.125
2011-04-15,Economic downturn leads to massive sell-off,0.1
2011-07-05,Market crashes due to inflation concerns,-0.125
2015-02-14,Analysts predict stable growth next quarter,0.0
2013-08-02,"Company Z faces bankruptcy, stock prices plummet",0.0
2012-07-24,Investors confident as economy shows strong recovery,0.4666666666666667
2014-02-01,Economic downturn leads to massive sell-off,0.1
2013-07-03,"Company Z faces bankruptcy, stock prices plummet",0.0
2015-01-25,Stock market surges as tech giants report strong earnings,0.4333333333333333
2013-06-10,Economic downturn leads to massive sell-off,0.1
2014-03-14,Stock trading volume remains steady this week,0.16666666666666666
2012-06-02,Economic downturn leads to massive sell-off,0.1
2012-03-25,Stock market surges as tech giants report strong earnings,0.4333333333333333
2010-03-13,Stock trading volume remains steady this week,0.16666666666666666
2012-07-16,Stock trading volume remains steady this week,0.16666666666666666
2014-11-08,Economic downturn leads to massive sell-off,0.1
2010-02-06,Investors confident as economy shows strong recovery,0.4666666666666667
2014-01-30,Stock market surges as tech giants report strong earnings,0.4333333333333333
2010-05-29,Stock trading volume remains steady this week,0.16666666666666666
2011-07-20,Stock trading volume remains steady this week,0.16666666666666666
2012-03-26,Stock trading volume remains steady this week,0.16666666666666666
2014-03-23,Stock trading volume remains steady this week,0.16666666666666666
2011-04-06,Stock market surges as tech giants report strong earnings,0.4333333333333333
2013-10-30,Investors confident as economy shows strong recovery,0.4666666666666667
2011-11-02,Analysts predict stable growth next quarter,0.0
2013-09-30,Market closes with mixed results today,0.0
2010-06-02,Economic downturn leads to massive sell-off,0.1
2015-01-19,Stock market surges as tech giants report strong earnings,0.4333333333333333
2010-09-30,Company X posts record-breaking revenue growth,0.0
2014-03-02,Stock market surges as tech giants report strong earnings,0.4333333333333333
2011-03-03,"Company Z faces bankruptcy, stock prices plummet",0.0
2012-04-25,Stock trading volume remains steady this week,0.16666666666666666
2014-12-08,Investors confident as economy shows strong recovery,0.4666666666666667
2010-10-12,Analysts predict stable growth next quarter,0.0
2010-04-26,"Company Z faces bankruptcy, stock prices plummet",0.0
2011-03-24,Company X posts record-breaking revenue growth,0.0
2010-03-03,Company X posts record-breaking revenue growth,0.0
2010-12-21,Analysts predict stable growth next quarter,0.0
2011-08-25,Stock market surges as tech giants report strong earnings,0.4333333333333333
2012-11-17,Analysts predict stable growth next quarter,0.0
2013-01-24,Economic downturn leads to massive sell-off,0.1
2010-04-11,Stock trading volume remains steady this week,0.16666666666666666
2011-08-27,Market closes with mixed results today,0.0
2014-05-10,Market closes with mixed results today,0.0
2014-07-23,Analysts predict stable growth next quarter,0.0
2010-03-16,Market closes with mixed results today,0.0
2013-02-01,Stock market surges as tech giants report strong earnings,0.4333333333333333
2012-01-24,Stock trading volume remains steady this week,0.16666666666666666
2012-03-23,Stock trading volume remains steady this week,0.16666666666666666
2015-01-05,Stock trading volume remains steady this week,0.16666666666666666
2012-04-03,Market closes with mixed results today,0.0
2012-10-11,Company X posts record-breaking revenue growth,0.0
2010-03-14,Economic downturn leads to massive sell-off,0.1
2013-12-30,Company X posts record-breaking revenue growth,0.0
2015-06-18,Market closes with mixed results today,0.0
2010-08-25,Market crashes due to inflation concerns,-0.125
2011-04-16,Investors confident as economy shows strong recovery,0.4666666666666667
2015-02-28,Stock trading volume remains steady this week,0.16666666666666666
2013-05-25,Economic downturn leads to massive sell-off,0.1
2010-07-18,Company X posts record-breaking revenue growth,0.0
2013-10-31,Market crashes due to inflation concerns,-0.125
2012-10-04,Market crashes due to inflation concerns,-0.125
2012-02-06,"Company Z faces bankruptcy, stock prices plummet",0.0
2012-07-01,Stock trading volume remains steady this week,0.16666666666666666
2011-10-23,Company X posts record-breaking revenue growth,0.0
2013-02-22,Analysts predict stable growth next quarter,0.0
2010-12-01,Market crashes due to inflation concerns,-0.125
2013-08-10,Stock trading volume remains steady this week,0.16666666666666666
2010-10-12,Company X posts record-breaking revenue growth,0.0
2015-03-11,Stock market surges as tech giants report strong earnings,0.4333333333333333
2015-02-17,Company X posts record-breaking revenue growth,0.0
2012-04-29,Company X posts record-breaking revenue growth,0.0
2011-05-12,"Company Z faces bankruptcy, stock prices plummet",0.0
2014-01-27,Company X posts record-breaking revenue growth,0.0
2014-10-21,Market crashes due to inflation concerns,-0.125
2014-07-06,Economic downturn leads to massive sell-off,0.1
2013-06-06,Economic downturn leads to massive sell-off,0.1
2010-10-17,Investors confident as economy shows strong recovery,0.4666666666666667
2013-12-27,Company X posts record-breaking revenue growth,0.0
2013-07-27,Company X posts record-breaking revenue growth,0.0
2013-04-29,Analysts predict stable growth next quarter,0.0
2012-10-17,Stock trading volume remains steady this week,0.16666666666666666
2013-08-01,Stock market surges as tech giants report strong earnings,0.4333333333333333
2015-01-16,Market closes with mixed results today,0.0
2011-08-10,Company X posts record-breaking revenue growth,0.0
2014-05-16,Analysts predict stable growth next quarter,0.0
2012-09-18,Economic downturn leads to massive sell-off,0.1
2013-02-25,Stock trading volume remains steady this week,0.16666666666666666
2014-08-24,Analysts predict stable growth next quarter,0.0
2010-07-08,Economic downturn leads to massive sell-off,0.1
2010-01-15,Analysts predict stable growth next quarter,0.0
2011-01-14,Market closes with mixed results today,0.0
2012-03-29,Company X posts record-breaking revenue growth,0.0
2012-04-17,"Company Z faces bankruptcy, stock prices plummet",0.0
2013-10-19,Market closes with mixed results today,0.0
2012-10-30,Stock trading volume remains steady this week,0.16666666666666666
2010-07-30,Stock market surges as tech giants report strong earnings,0.4333333333333333
2011-03-11,Stock market surges as tech giants report strong earnings,0.4333333333333333
2013-11-12,"Company Z faces bankruptcy, stock prices plummet",0.0
2010-01-27,Market closes with mixed results today,0.0
2013-11-19,Market closes with mixed results today,0.0
2010-09-21,Stock trading volume remains steady this week,0.16666666666666666
2011-07-25,Stock market surges as tech giants report strong earnings,0.4333333333333333
2014-03-14,Economic downturn leads to massive sell-off,0.1
2015-05-25,Market crashes due to inflation concerns,-0.125
2015-03-15,Company X posts record-breaking revenue growth,0.0
2011-10-31,Market crashes due to inflation concerns,-0.125
2014-08-04,Stock market surges as tech giants report strong earnings,0.4333333333333333
2014-07-10,Company X posts record-breaking revenue growth,0.0
2013-08-15,"Company Z faces bankruptcy, stock prices plummet",0.0
2014-12-08,Economic downturn leads to massive sell-off,0.1
2013-08-12,Stock trading volume remains steady this week,0.16666666666666666
2014-01-17,Analysts predict stable growth next quarter,0.0
2015-02-09,Market crashes due to inflation concerns,-0.125
2010-03-30,Stock trading volume remains steady this week,0.16666666666666666
2010-10-19,Market crashes due to inflation concerns,-0.125
2013-08-06,Market closes with mixed results today,0.0
2011-01-23,Investors confident as economy shows strong recovery,0.4666666666666667
2011-10-01,Stock trading volume remains steady this week,0.16666666666666666
2015-05-16,Investors confident as economy shows strong recovery,0.4666666666666667
2012-12-29,Market crashes due to inflation concerns,-0.125
2011-10-30,Company X posts record-breaking revenue growth,0.0
2011-05-31,Analysts predict stable growth next quarter,0.0
2015-03-17,Analysts predict stable growth next quarter,0.0
2012-06-05,Market crashes due to inflation concerns,-0.125
2013-10-17,Economic downturn leads to massive sell-off,0.1
2010-12-04,"Company Z faces bankruptcy, stock prices plummet",0.0
2014-07-17,Company X posts record-breaking revenue growth,0.0
2011-05-14,Economic downturn leads to massive sell-off,0.1
2015-03-25,Company X posts record-breaking revenue growth,0.0
2012-05-08,Company X posts record-breaking revenue growth,0.0
2015-03-14,Market closes with mixed results today,0.0
2010-07-24,Investors confident as economy shows strong recovery,0.4666666666666667
2011-04-30,Stock trading volume remains steady this week,0.16666666666666666
2011-11-17,Market crashes due to inflation concerns,-0.125
2014-07-01,Investors confident as economy shows strong recovery,0.4666666666666667
2011-03-14,Stock market surges as tech giants report strong earnings,0.4333333333333333
2010-01-13,Company X posts record-breaking revenue growth,0.0
2010-02-26,Market closes with mixed results today,0.0
2013-09-03,Stock trading volume remains steady this week,0.16666666666666666
2012-01-04,Market crashes due to inflation concerns,-0.125
2012-08-07,Company X posts record-breaking revenue growth,0.0
2013-06-14,Market crashes due to inflation concerns,-0.125
2015-05-06,Investors confident as economy shows strong recovery,0.4666666666666667
2013-10-24,Stock market surges as tech giants report strong earnings,0.4333333333333333
2014-12-30,Company X posts record-breaking revenue growth,0.0
2012-04-24,Investors confident as economy shows strong recovery,0.4666666666666667
2013-05-21,"Company Z faces bankruptcy, stock prices plummet",0.0
2012-04-08,Analysts predict stable growth next quarter,0.0
2015-05-25,Stock trading volume remains steady this week,0.16666666666666666
2013-09-16,Investors confident as economy shows strong recovery,0.4666666666666667
2010-08-04,Analysts predict stable growth next quarter,0.0
2015-04-20,Analysts predict stable growth next quarter,0.0
2012-01-11,Company X posts record-breaking revenue growth,0.0
2015-05-24,Stock trading volume remains steady this week,0.16666666666666666
2010-11-07,Investors confident as economy shows strong recovery,0.4666666666666667
2013-11-01,Economic downturn leads to massive sell-off,0.1
2011-03-07,Market crashes due to inflation concerns,-0.125
2010-05-15,Market crashes due to inflation concerns,-0.125
2012-05-30,Stock trading volume remains steady this week,0.16666666666666666
2015-05-23,"Company Z faces bankruptcy, stock prices plummet",0.0
2010-10-26,Company X posts record-breaking revenue growth,0.0
2012-09-25,Market crashes due to inflation concerns,-0.125
2010-07-23,Market closes with mixed results today,0.0
2015-05-05,Stock market surges as tech giants report strong earnings,0.4333333333333333
2011-07-25,Stock market surges as tech giants report strong earnings,0.4333333333333333
2013-01-28,Economic downturn leads to massive sell-off,0.1
2014-06-14,Market crashes due to inflation concerns,-0.125
2011-08-19,Stock market surges as tech giants report strong earnings,0.4333333333333333
2011-03-07,Market crashes due to inflation concerns,-0.125
2011-11-26,Economic downturn leads to massive sell-off,0.1
2015-02-28,Economic downturn leads to massive sell-off,0.1
2012-07-30,"Company Z faces bankruptcy, stock prices plummet",0.0
2013-12-26,Stock market surges as tech giants report strong earnings,0.4333333333333333
2010-07-19,Stock trading volume remains steady this week,0.16666666666666666
2012-04-12,Investors confident as economy shows strong recovery,0.4666666666666667
2012-05-24,Investors confident as economy shows strong recovery,0.4666666666666667
2012-05-23,Analysts predict stable growth next quarter,0.0
2014-08-13,Investors confident as economy shows strong recovery,0.4666666666666667
2014-09-27,Stock market surges as tech giants report strong earnings,0.4333333333333333
2014-04-26,Market crashes due to inflation concerns,-0.125
2011-12-16,Company X posts record-breaking revenue growth,0.0
2014-11-18,Market crashes due to inflation concerns,-0.125
2015-03-24,Analysts predict stable growth next quarter,0.0
2012-03-30,Market closes with mixed results today,0.0
2014-02-07,Investors confident as economy shows strong recovery,0.4666666666666667
2012-09-20,Economic downturn leads to massive sell-off,0.1
2014-12-27,Market closes with mixed results today,0.0
2013-11-08,Market crashes due to inflation concerns,-0.125
2012-04-06,Stock market surges as tech giants report strong earnings,0.4333333333333333
2011-09-23,Economic downturn leads to massive sell-off,0.1
2013-09-19,Investors confident as economy shows strong recovery,0.4666666666666667
2012-07-06,Market closes with mixed results today,0.0
2010-04-13,Economic downturn leads to massive sell-off,0.1
2010-10-29,Investors confident as economy shows strong recovery,0.4666666666666667
2012-07-05,Investors confident as economy shows strong recovery,0.4666666666666667
2010-10-30,Economic downturn leads to massive sell-off,0.1
2014-04-13,"Company Z faces bankruptcy, stock prices plummet",0.0
2015-04-05,Stock trading volume remains steady this week,0.16666666666666666
2013-12-23,Company X posts record-breaking revenue growth,0.0
2013-01-09,Analysts predict stable growth next quarter,0.0
2010-07-16,Economic downturn leads to massive sell-off,0.1
2012-12-21,Stock market surges as tech giants report strong earnings,0.4333333333333333
2011-12-13,Economic downturn leads to massive sell-off,0.1
2015-05-19,Stock market surges as tech giants report strong earnings,0.4333333333333333
2010-12-22,Market closes with mixed results today,0.0
2011-11-28,"Company Z faces bankruptcy, stock prices plummet",0.0
2011-12-17,Market crashes due to inflation concerns,-0.125
2013-08-25,Market crashes due to inflation concerns,-0.125
2012-07-07,Economic downturn leads to massive sell-off,0.1
2014-11-06,Stock trading volume remains steady this week,0.16666666666666666
2013-04-22,Market closes with mixed results today,0.0
2015-05-30,Market crashes due to inflation concerns,-0.125
2012-04-25,Stock trading volume remains steady this week,0.16666666666666666
2015-06-18,Market closes with mixed results today,0.0
2010-09-21,Company X posts record-breaking revenue growth,0.0
2014-08-08,Investors confident as economy shows strong recovery,0.4666666666666667
2014-03-13,Investors confident as economy shows strong recovery,0.4666666666666667
2010-12-31,Stock trading volume remains steady this week,0.16666666666666666
2010-08-05,Economic downturn leads to massive sell-off,0.1
2012-12-05,Investors confident as economy shows strong recovery,0.4666666666666667
2015-06-20,Stock market surges as tech giants report strong earnings,0.4333333333333333
